expedition_duration_days,personnel_count,cargo_weight_kg,medical_supply_level,food_supply_level,fuel_supply_level,equipment_availability,temperature,wind_speed,visibility,distance_from_base_km,communication_status,vehicle_status,emergency_history,inventory_shortage_count,personnel_movement_deviation,previous_incidents,weather_risk_score,risk_score_continuous,risk_level
103,18,297.4,51.4,5.5,23.0,88.2,-14.5,8.2,5.19,105.9,96.3,44.9,1,1,8.87,0,31.9,0.3049,LOW
67,37,2844.4,71.1,16.9,45.3,64.6,-14.5,41.5,5.45,153.0,6.1,98.3,0,1,8.13,0,43.3,0.4054,LOW
10,24,907.6,50.4,16.1,35.3,23.3,-46.6,57.7,6.86,205.8,90.3,14.2,0,2,25.84,1,70.5,0.509,MEDIUM
62,9,1586.6,90.5,30.2,11.8,54.4,-51.6,23.0,14.95,753.8,61.2,80.9,0,0,1.76,1,51.9,0.3767,LOW
26,30,408.5,18.4,14.5,94.4,75.6,-17.5,28.1,18.81,381.7,91.9,56.7,0,1,13.31,0,24.0,0.2774,LOW
108,25,1357.4,97.3,92.2,43.8,93.9,-15.8,22.2,7.07,436.9,56.5,88.1,0,0,5.71,2,35.4,0.247,LOW
32,22,2800.8,81.2,51.3,69.0,15.7,-21.6,34.5,3.99,598.4,82.1,29.2,0,4,10.21,1,47.8,0.467,MEDIUM
31,30,1581.9,86.1,62.4,57.5,12.7,-40.3,89.9,8.47,960.1,72.1,29.6,0,1,4.76,1,75.2,0.5285,HIGH
33,37,2917.7,48.3,35.7,50.2,41.3,-6.4,43.2,7.1,756.5,52.5,32.6,0,4,8.88,0,35.9,0.3569,LOW
79,16,887.7,83.7,27.6,61.7,12.6,-50.5,41.8,19.8,645.7,36.3,1.7,1,2,43.67,0,51.6,0.6359,HIGH
71,19,1588.0,30.7,50.3,89.8,98.0,-17.1,38.7,9.33,743.8,0.3,17.0,0,2,17.55,0,39.3,0.62,HIGH
115,11,2599.7,76.2,29.4,69.9,42.4,-47.8,96.4,13.62,719.3,25.1,99.5,1,3,15.55,0,76.5,0.6527,HIGH
53,27,1427.5,14.0,34.4,53.2,53.4,-15.7,11.7,18.28,690.2,95.2,24.9,0,0,10.43,1,17.7,0.3906,LOW
37,18,946.5,30.7,45.3,64.5,22.7,-29.9,87.2,12.62,496.4,27.5,2.0,0,1,9.74,0,61.5,0.5045,MEDIUM
10,16,2588.1,44.6,50.6,60.6,44.9,-11.9,32.7,5.06,566.8,75.2,27.9,0,0,10.96,0,38.8,0.3904,LOW
5,29,1261.2,32.2,98.4,43.3,98.5,-51.9,95.7,12.19,461.5,50.8,40.8,0,1,14.44,0,81.0,0.4583,MEDIUM
48,19,1662.6,38.7,22.3,62.5,48.9,-21.7,31.5,8.1,395.0,30.9,54.8,0,0,17.78,2,41.7,0.4384,MEDIUM
112,21,2933.1,82.0,48.8,44.4,0.9,-46.3,8.3,8.5,270.8,99.1,6.9,0,3,34.87,0,51.0,0.442,MEDIUM
65,20,681.5,25.7,15.0,75.8,24.3,-14.1,52.0,19.59,355.2,4.7,79.0,0,3,8.48,0,29.0,0.4681,MEDIUM
108,13,1009.0,74.5,35.0,96.9,97.8,-47.8,22.8,5.64,428.5,58.2,82.6,1,0,25.42,1,60.7,0.3721,LOW
16,8,238.5,7.4,71.7,96.0,98.9,-50.6,75.3,9.43,579.4,46.2,21.3,0,2,35.12,0,76.4,0.4958,MEDIUM
15,34,1266.7,76.6,17.4,82.1,21.0,-12.2,65.7,3.28,499.9,7.7,79.8,0,1,18.72,0,52.8,0.5502,HIGH
101,7,720.5,79.2,58.1,60.2,61.5,-51.2,68.6,3.65,107.9,21.4,36.1,1,5,9.61,0,81.7,0.4902,MEDIUM
17,16,2088.1,40.2,41.7,74.9,7.7,-41.5,19.3,12.11,340.0,69.4,42.3,0,0,18.81,0,46.8,0.4133,LOW
11,28,666.8,72.2,5.2,17.8,57.7,-5.5,70.9,15.05,376.2,10.8,93.6,1,2,2.47,1,35.0,0.4181,LOW
51,8,2073.2,91.5,93.3,47.9,12.6,-6.4,31.1,12.77,706.9,80.1,89.2,0,0,31.25,0,24.6,0.4469,MEDIUM
112,28,900.9,80.1,41.4,25.7,81.9,-3.8,99.9,6.65,332.9,62.5,37.5,0,2,19.96,0,54.4,0.5505,HIGH
84,31,1162.4,39.0,78.4,0.3,94.0,-35.4,73.2,1.29,8.0,10.1,48.8,0,2,9.31,0,74.8,0.568,HIGH
16,28,1144.3,48.4,41.6,96.7,17.3,-23.3,59.0,9.46,84.3,28.7,28.7,0,0,8.79,3,50.8,0.5502,HIGH
102,15,2192.7,77.9,93.7,86.4,46.3,-8.6,86.7,10.13,497.0,13.7,51.5,0,1,3.09,1,48.9,0.4542,MEDIUM
102,4,1479.6,29.3,29.0,51.4,10.2,-46.8,58.9,15.44,188.5,79.8,68.2,0,3,22.06,0,60.4,0.4782,MEDIUM
97,36,1179.7,80.4,41.2,25.4,33.9,-11.5,55.3,12.84,494.6,53.3,9.3,0,2,8.94,1,36.7,0.473,MEDIUM
109,16,2580.0,32.8,75.9,69.3,6.5,-49.2,23.7,17.44,574.2,0.3,92.0,0,0,33.07,1,47.3,0.5402,HIGH
32,33,1780.1,80.6,34.4,43.5,26.5,-0.2,67.8,15.68,933.4,54.3,71.9,0,1,2.43,1,29.3,0.4748,MEDIUM
118,11,759.4,8.7,36.4,80.3,99.0,-16.8,37.5,7.38,655.6,48.3,9.7,0,2,4.84,1,41.1,0.4875,MEDIUM
42,10,2715.3,4.4,99.5,100.0,4.5,-25.4,4.3,12.68,31.0,64.3,86.9,0,0,4.36,0,29.1,0.3434,LOW
98,32,1126.6,99.8,55.6,34.9,85.9,-25.9,81.6,14.97,380.7,3.5,74.4,0,0,0.72,0,53.7,0.4481,MEDIUM
72,38,261.1,86.9,68.9,24.4,7.7,-44.1,5.2,19.14,793.5,3.5,31.3,0,2,16.4,2,35.0,0.5752,HIGH
95,35,1559.6,88.3,64.3,26.7,52.9,-34.2,67.2,8.5,260.6,34.9,52.1,0,2,3.73,0,62.8,0.4185,LOW
77,31,503.2,95.1,82.8,9.3,45.2,-11.4,15.7,13.0,925.0,68.9,86.0,0,0,4.86,0,22.5,0.4407,MEDIUM
79,13,829.6,43.8,86.2,39.4,93.2,-22.5,43.3,7.91,529.0,66.7,96.8,0,0,3.94,0,46.6,0.331,LOW
76,37,2279.3,28.7,56.3,1.7,19.9,-23.2,85.9,14.78,92.4,27.8,28.1,1,0,7.55,0,53.5,0.543,HIGH
95,28,522.6,13.0,29.5,11.4,18.0,-43.3,9.4,18.25,241.7,21.6,65.1,0,0,28.77,2,37.0,0.5242,HIGH
90,10,2449.8,50.1,2.3,27.2,74.9,-13.6,66.7,18.39,906.3,68.3,86.0,0,1,14.44,1,35.2,0.4546,MEDIUM
20,8,2820.2,22.0,61.4,16.0,72.6,-31.5,61.3,3.23,991.5,2.7,98.8,0,0,11.83,1,65.3,0.4617,MEDIUM
100,36,1878.6,93.6,82.5,73.2,69.9,-44.0,86.8,4.16,863.0,55.7,7.1,0,0,10.23,1,82.2,0.4265,LOW
67,14,2174.5,0.4,45.1,10.6,2.6,1.6,17.3,15.12,320.7,42.4,50.4,0,0,6.6,0,12.2,0.3551,LOW
42,32,2183.7,14.3,16.5,86.6,26.0,-24.6,80.0,12.66,768.8,23.9,87.4,1,0,6.69,0,55.1,0.5775,HIGH
64,9,2979.5,24.6,28.8,22.1,84.0,-23.3,45.0,18.11,222.2,52.0,0.3,0,0,11.4,2,35.1,0.4659,MEDIUM
117,14,1123.4,19.9,51.0,10.9,60.1,3.9,42.9,6.34,384.5,21.7,43.7,1,0,26.67,1,32.1,0.5796,HIGH
104,14,614.1,22.6,83.7,1.0,60.2,-33.0,36.2,16.98,697.2,56.4,58.4,1,0,6.21,2,40.4,0.4849,MEDIUM
101,14,1629.6,65.6,17.2,71.5,29.6,1.6,38.6,13.71,968.9,14.9,52.6,0,2,20.39,0,21.4,0.5109,MEDIUM
58,28,1669.8,32.8,61.2,25.7,26.0,-13.3,52.0,3.99,439.2,40.6,73.3,0,1,4.11,0,47.9,0.401,LOW
95,37,657.1,61.5,75.3,50.9,94.7,-17.0,10.7,2.62,495.8,51.0,6.6,0,1,16.31,0,37.8,0.4934,MEDIUM
49,37,1897.4,89.0,93.6,11.2,72.8,-40.9,42.5,14.08,220.2,3.2,78.5,1,3,25.97,0,52.0,0.5864,HIGH
84,31,190.3,60.3,11.7,98.5,12.7,-51.9,65.2,3.25,403.2,61.1,28.3,0,1,9.63,2,81.5,0.5867,HIGH
79,11,2793.9,69.5,92.6,12.5,93.8,-28.7,49.8,15.91,63.0,75.0,82.4,0,1,6.64,2,43.4,0.2001,LOW
33,39,904.0,36.6,60.1,41.2,58.2,-54.4,16.6,11.19,858.6,95.6,41.9,0,1,16.27,2,56.4,0.3744,LOW
35,24,262.7,16.0,76.7,85.2,33.3,-50.7,36.3,9.59,23.3,20.3,4.3,0,1,30.87,1,62.6,0.583,HIGH
12,24,458.5,32.1,5.4,24.5,39.7,-19.3,44.3,5.58,683.5,20.9,96.4,0,1,19.77,0,47.6,0.5141,HIGH
21,29,834.7,96.4,50.6,26.7,72.5,-11.5,66.9,19.68,273.2,30.5,78.1,1,1,33.69,0,32.2,0.4949,MEDIUM
55,32,930.6,62.2,62.3,80.8,37.6,-44.9,90.1,14.47,476.1,89.1,34.8,0,0,10.36,2,71.1,0.416,LOW
60,39,243.5,27.8,30.7,27.3,57.9,-11.0,55.0,15.58,281.6,40.7,27.0,1,2,9.88,1,32.8,0.5103,MEDIUM
24,25,946.2,45.1,43.2,0.3,71.0,2.0,67.6,15.4,400.1,30.2,58.9,0,2,2.71,1,29.4,0.3264,LOW
53,26,699.9,83.6,55.4,42.8,19.5,-10.4,7.7,11.72,546.8,74.1,98.7,0,0,6.41,1,20.6,0.2639,LOW
75,31,1229.1,66.8,55.3,1.3,94.4,-7.9,95.4,18.8,640.9,3.8,29.0,0,1,9.33,0,40.6,0.5044,MEDIUM
31,13,1247.7,56.1,4.2,91.0,35.6,-13.0,31.5,11.72,940.3,54.9,94.8,0,0,10.06,2,30.8,0.4453,MEDIUM
44,15,1116.2,88.5,43.9,64.2,41.9,-41.5,35.4,10.45,332.2,45.0,33.0,0,1,16.06,2,54.5,0.4553,MEDIUM
47,27,1084.6,67.2,21.4,58.3,69.9,-33.3,22.3,5.55,584.9,62.5,70.4,0,0,6.97,0,50.1,0.4017,LOW
63,6,405.7,64.3,91.7,20.2,60.9,2.0,8.5,5.71,901.7,73.1,38.2,0,2,7.31,1,20.8,0.3646,LOW
47,15,221.8,19.0,97.7,70.0,44.0,-15.3,79.0,14.76,290.2,32.5,8.5,1,1,37.53,1,45.3,0.6203,HIGH
90,30,726.0,10.6,30.0,67.7,65.0,-7.7,24.0,6.76,865.0,63.6,93.6,0,2,0.76,1,30.6,0.4383,MEDIUM
42,40,2306.5,96.5,17.5,6.0,90.3,3.1,28.3,14.6,957.6,52.4,16.4,0,1,1.12,0,16.7,0.4081,LOW
55,23,2973.8,59.9,22.0,88.1,80.0,-41.1,18.2,19.06,847.5,13.4,94.5,0,1,4.71,0,37.4,0.4926,MEDIUM
49,18,2796.3,41.6,47.8,57.9,82.4,-35.7,97.5,8.84,569.9,88.2,10.3,0,0,1.04,0,74.0,0.245,LOW
26,20,1587.0,58.9,87.5,79.2,25.8,-16.3,78.1,2.04,722.1,75.5,26.7,1,1,1.37,2,61.6,0.4563,MEDIUM
84,29,1665.7,6.2,50.0,26.3,41.9,-53.5,93.0,13.36,481.1,92.2,92.1,1,0,7.69,1,79.8,0.5574,HIGH
32,24,1046.6,82.2,5.5,12.2,55.4,-20.7,86.2,0.29,597.3,72.0,65.9,1,1,12.98,0,69.9,0.4839,MEDIUM
39,4,2355.7,21.7,4.0,70.2,4.4,-6.5,90.6,15.76,974.5,24.5,18.9,1,2,7.45,1,41.7,0.612,HIGH
96,23,2329.6,80.5,22.7,79.4,77.0,-18.4,47.9,10.56,251.1,43.1,59.2,0,1,13.55,1,41.9,0.4007,LOW
115,18,2556.2,53.4,84.3,38.6,32.3,-37.3,17.1,9.85,792.5,38.7,18.0,1,0,17.85,0,45.8,0.5572,HIGH
82,29,2702.2,27.7,62.1,2.4,28.3,-11.6,32.7,11.43,506.2,3.6,87.4,0,4,11.91,1,30.6,0.5243,HIGH
111,36,1387.9,3.0,56.3,81.8,25.9,-46.2,29.2,10.38,176.9,41.1,5.0,0,1,13.52,1,55.8,0.65,HIGH
104,39,2335.6,81.6,31.9,20.6,28.3,-1.3,71.7,6.54,643.5,34.6,53.0,0,2,8.24,1,42.9,0.5295,HIGH
60,26,2448.2,17.6,92.9,33.9,33.8,-48.9,2.6,5.7,792.4,0.4,6.3,0,5,6.96,0,54.3,0.5788,HIGH
94,17,1029.1,5.2,33.1,62.8,60.5,-3.2,14.2,8.36,568.8,84.7,69.5,0,2,0.92,0,21.8,0.253,LOW
43,20,2798.3,75.6,83.5,10.0,58.4,-25.1,68.3,17.91,837.4,14.4,93.6,0,0,18.49,1,44.8,0.5646,HIGH
58,10,418.9,35.0,89.6,7.2,25.6,-29.3,12.3,2.79,365.9,50.1,83.1,0,3,11.52,0,47.1,0.4259,LOW
67,38,2983.7,38.9,48.3,2.6,20.6,-25.0,4.8,6.56,913.8,78.5,37.2,1,0,12.79,0,36.7,0.6651,HIGH
116,35,2344.8,24.7,89.4,91.7,82.6,-43.0,10.9,3.93,648.3,60.4,23.7,0,1,2.57,0,55.2,0.4436,MEDIUM
103,35,415.8,85.9,27.7,31.1,9.3,-27.5,69.1,8.6,803.2,16.9,12.1,0,1,4.98,0,58.4,0.6193,HIGH
61,16,2020.3,29.7,65.8,66.1,51.3,-4.0,13.9,2.76,273.0,61.8,87.4,0,2,7.89,0,29.3,0.355,LOW
80,15,247.4,21.0,8.8,98.9,52.1,-6.9,14.6,15.24,446.1,75.8,8.1,1,1,3.7,3,16.1,0.5161,HIGH
28,35,2345.0,30.9,47.4,66.9,57.4,-45.2,23.0,2.16,909.6,85.5,62.9,1,2,11.78,0,63.2,0.3563,LOW
98,24,2427.8,20.3,21.7,52.5,88.6,-14.6,75.1,13.34,50.9,31.9,36.7,0,1,11.18,2,45.2,0.3493,LOW
69,30,1866.9,31.8,6.3,52.1,62.4,-3.6,20.0,5.43,404.0,3.4,99.6,1,0,10.66,0,27.8,0.5579,HIGH
66,22,2592.1,8.3,0.4,37.7,97.4,-5.8,3.5,9.5,780.3,60.8,50.9,0,2,18.3,1,18.6,0.5155,HIGH
93,20,429.0,15.9,32.5,60.0,87.1,-29.5,90.6,4.08,743.8,22.6,54.9,1,2,11.98,0,73.1,0.5208,HIGH
78,27,936.4,41.7,59.0,95.9,21.5,-52.1,87.6,14.63,851.6,78.1,91.8,0,0,24.56,0,75.3,0.3909,LOW
13,34,1330.4,87.9,45.5,78.8,24.1,0.9,18.5,18.97,739.4,68.0,97.0,0,1,12.29,0,7.8,0.3458,LOW
38,16,271.0,5.7,30.2,42.4,34.5,-31.2,26.5,4.51,947.1,77.3,58.4,0,4,5.88,1,51.3,0.5488,HIGH
25,33,1427.4,21.3,99.1,33.2,39.2,-33.3,18.9,19.07,498.3,96.8,79.6,0,1,9.92,0,32.0,0.3497,LOW
90,13,905.9,90.8,94.0,88.4,55.3,-9.4,72.0,6.57,624.3,58.5,63.5,0,1,0.48,2,48.8,0.3336,LOW
9,18,1269.3,89.0,12.6,13.6,23.3,-39.2,25.0,11.2,847.7,90.4,42.7,0,1,12.9,0,48.3,0.3617,LOW
28,37,1361.5,67.9,41.5,85.0,22.2,-4.9,93.1,14.06,701.7,64.2,5.7,0,0,5.11,0,43.6,0.414,LOW
74,39,2656.3,24.0,64.9,25.5,38.1,-50.4,82.8,4.07,102.1,18.2,71.8,0,1,10.98,1,85.5,0.5286,HIGH
85,38,920.5,42.0,73.3,71.6,67.2,-10.6,58.8,8.95,367.0,79.9,70.0,0,2,5.81,0,42.1,0.2841,LOW
63,15,2697.2,21.1,36.6,80.6,68.8,2.9,0.9,1.45,552.6,69.4,11.7,0,3,3.71,2,23.5,0.286,LOW
104,35,1364.0,12.9,74.6,47.7,97.6,4.7,88.4,13.97,754.7,97.8,23.0,1,1,29.78,0,38.5,0.4952,MEDIUM
111,38,1084.3,38.0,12.4,19.2,20.2,0.4,72.8,8.39,543.6,24.3,73.2,0,3,5.72,1,40.0,0.5763,HIGH
20,40,1582.2,57.6,33.2,84.5,39.3,-2.8,78.8,17.84,777.5,33.3,15.0,0,0,4.86,0,32.3,0.4103,LOW
115,4,1340.6,36.0,71.6,36.8,96.5,-38.3,7.2,5.55,837.6,82.1,69.1,1,3,16.53,0,48.4,0.4275,MEDIUM
76,31,883.5,61.1,62.6,32.1,69.0,3.0,70.9,18.48,265.1,6.3,71.8,0,2,7.69,0,26.7,0.3735,LOW
78,40,1582.6,29.6,83.7,51.0,59.2,0.7,80.5,2.91,616.1,63.3,35.3,0,1,5.36,0,49.5,0.3869,LOW
16,32,582.6,34.6,4.7,43.5,54.0,-22.9,95.7,12.18,557.1,53.5,25.8,0,2,16.86,0,59.9,0.5597,HIGH
77,12,1153.0,79.1,17.4,68.3,7.6,-30.9,58.0,6.23,227.3,16.9,37.3,1,0,9.69,0,60.0,0.6203,HIGH
89,32,1762.5,87.8,4.8,13.7,89.3,-48.4,50.8,3.72,489.9,16.5,35.9,0,2,18.44,0,73.3,0.6336,HIGH
72,7,1328.2,32.2,19.2,43.6,62.6,-19.6,42.5,1.97,548.6,81.0,60.7,0,2,25.15,1,51.7,0.5203,HIGH
14,21,2498.2,57.2,0.4,89.2,57.2,-13.0,70.1,13.15,817.3,1.5,74.4,0,3,7.54,1,42.6,0.5657,HIGH
65,27,881.7,27.8,50.4,3.6,54.0,-30.8,92.1,4.74,461.0,74.7,86.2,1,2,15.9,0,73.7,0.7059,HIGH
113,20,2913.8,5.3,52.8,45.7,39.2,-30.6,60.0,11.5,80.9,73.3,3.0,0,2,25.93,1,53.9,0.5943,HIGH
88,29,2386.5,73.8,65.8,66.1,25.5,-20.6,22.7,19.59,487.3,65.0,72.7,1,2,30.61,0,23.4,0.3912,LOW
20,12,2907.6,17.1,38.5,88.8,75.5,-53.3,1.8,6.39,838.0,41.0,31.4,0,1,6.31,3,56.4,0.5375,HIGH
116,26,2538.7,42.6,0.3,59.4,51.0,2.5,61.9,0.8,571.3,2.8,83.9,0,2,20.3,0,45.7,0.4492,MEDIUM
116,27,555.0,48.7,67.4,82.4,3.4,-37.6,86.5,2.94,318.9,80.2,7.6,0,2,1.14,5,78.9,0.5103,MEDIUM
24,27,1650.4,18.4,5.4,22.3,39.9,-46.5,6.6,2.47,921.0,12.6,55.1,1,1,12.16,0,58.0,0.7528,HIGH
97,14,634.4,9.5,86.6,35.3,92.9,-54.7,39.8,9.32,155.7,28.1,54.9,0,0,2.93,0,67.1,0.5972,HIGH
52,15,2481.9,34.8,2.3,94.2,37.4,-3.6,94.0,14.92,326.9,94.7,32.7,0,1,7.54,1,41.9,0.3996,LOW
73,13,1814.9,95.2,53.0,88.6,41.3,-3.2,50.2,6.0,437.1,30.2,97.0,0,2,39.68,0,37.4,0.4899,MEDIUM
56,21,900.8,61.5,89.5,55.8,62.4,-49.3,22.1,3.0,738.0,25.5,10.7,0,2,18.69,0,64.8,0.5634,HIGH
95,25,2799.4,38.1,57.2,47.5,80.2,-45.9,35.4,12.85,835.7,97.3,13.6,0,1,3.0,1,54.7,0.5,MEDIUM
120,17,478.3,3.9,60.8,45.1,66.8,-28.1,40.8,6.09,58.6,8.6,64.4,0,2,4.0,0,52.1,0.41,LOW
97,19,1757.0,60.0,68.2,5.9,85.0,-43.9,11.7,11.55,792.0,16.1,51.4,0,1,21.68,1,46.6,0.7131,HIGH
113,14,2205.0,9.2,12.2,89.2,11.4,-10.9,66.1,18.68,720.5,43.8,26.4,0,1,21.2,0,32.7,0.5257,HIGH
114,12,317.7,54.3,67.5,81.8,92.5,-51.5,59.2,5.9,894.7,78.8,30.4,0,0,21.97,2,75.8,0.3934,LOW
15,28,1853.9,75.2,88.0,45.6,90.4,-22.0,64.8,10.3,900.4,88.4,15.7,0,0,12.12,0,50.8,0.3538,LOW
34,34,2475.3,42.4,97.4,27.9,51.9,-32.0,61.1,16.16,777.5,75.6,86.8,1,2,18.64,0,49.5,0.4409,MEDIUM
88,14,342.5,29.9,44.3,34.3,62.5,-27.1,1.7,13.87,190.2,97.6,57.0,0,2,7.82,1,28.0,0.3166,LOW
73,35,1609.9,4.7,34.5,12.3,21.3,-29.5,17.4,15.05,313.9,1.7,24.5,0,0,7.55,0,33.7,0.4254,LOW
10,25,886.9,2.5,75.3,72.2,44.8,-45.8,16.6,15.47,936.3,62.0,39.3,0,1,11.63,2,44.8,0.5429,HIGH
16,10,2039.3,43.0,54.3,55.7,20.3,-41.8,9.8,10.84,598.2,11.6,90.7,0,2,5.28,1,45.3,0.5351,HIGH
65,17,488.2,88.3,25.7,23.4,2.2,-51.1,73.5,10.77,538.8,91.0,88.7,0,1,4.56,0,74.4,0.5432,HIGH
76,4,2820.6,24.4,17.2,62.3,98.1,-48.1,12.0,14.41,915.7,93.5,6.9,0,2,15.2,1,46.2,0.4744,MEDIUM
24,5,2700.0,57.4,17.0,97.9,25.9,3.7,66.8,13.98,874.2,30.3,65.4,1,1,16.16,0,30.9,0.6537,HIGH
24,16,680.0,68.4,45.9,12.2,59.3,-38.2,17.8,13.43,727.5,82.8,15.3,0,4,4.66,0,42.2,0.4063,LOW
20,20,1071.3,6.1,17.0,45.8,30.0,-36.6,11.8,7.7,882.3,63.0,21.1,0,2,6.35,0,46.1,0.5424,HIGH
70,33,1824.8,15.3,2.0,49.4,37.1,-47.4,16.3,16.59,113.8,10.0,86.4,0,3,13.71,1,44.4,0.3899,LOW
5,8,2196.5,33.1,5.2,16.7,39.8,-9.7,50.8,4.8,757.5,60.3,89.5,0,0,12.89,2,43.8,0.4809,MEDIUM
71,35,1411.6,67.0,93.0,53.2,33.5,0.4,64.5,3.2,965.6,97.6,8.3,0,1,12.13,2,43.6,0.4568,MEDIUM
60,12,595.4,43.9,7.3,60.6,63.7,-7.6,81.2,6.97,49.0,30.8,87.4,1,0,4.87,2,50.2,0.5066,MEDIUM
59,9,446.8,73.4,7.3,15.7,96.1,-18.2,12.9,5.15,223.0,0.1,72.8,1,1,43.2,0,36.3,0.4652,MEDIUM
83,29,2999.3,86.8,45.1,15.5,42.9,-6.2,61.6,13.3,794.0,97.7,77.6,0,2,7.01,0,34.4,0.3575,LOW
65,32,1447.8,75.8,24.5,85.6,97.3,-30.7,77.4,4.7,520.0,41.4,79.2,0,0,14.11,2,68.5,0.4485,MEDIUM
89,26,2636.7,99.2,96.3,31.1,66.8,-3.4,31.2,13.16,86.6,43.1,50.7,0,0,3.69,1,21.9,0.295,LOW
93,8,1524.8,75.4,91.1,63.0,60.7,-7.1,8.0,10.31,268.0,71.3,94.7,0,1,9.69,1,20.1,0.2961,LOW
111,8,2778.7,85.2,40.5,62.7,23.7,-54.9,15.6,3.13,324.1,60.4,20.0,0,2,4.56,1,66.5,0.4579,MEDIUM
97,18,400.1,83.2,44.9,83.9,6.3,-25.7,9.2,5.24,321.1,30.2,50.5,1,1,6.79,0,40.4,0.5,MEDIUM
65,20,475.0,73.0,37.5,74.0,85.2,-39.1,88.7,10.48,877.7,10.0,31.9,0,0,12.3,0,71.4,0.5095,MEDIUM
62,40,2799.5,80.2,3.8,84.1,57.4,-49.8,37.7,14.69,662.0,82.7,82.2,0,1,24.27,0,56.1,0.533,HIGH
32,14,2850.4,93.5,29.3,62.5,41.4,-4.2,52.3,8.03,734.9,48.3,8.3,0,0,6.22,0,36.3,0.518,HIGH
74,11,1046.9,47.5,12.3,44.9,81.2,-54.5,76.9,4.73,13.6,67.2,43.4,0,1,11.87,0,85.6,0.4199,LOW
21,38,1162.2,63.8,10.2,39.4,31.1,-11.2,37.1,5.97,427.5,86.1,77.3,1,4,13.98,2,38.7,0.6703,HIGH
113,9,1439.5,51.5,56.1,37.9,78.4,4.3,64.9,1.99,317.8,1.8,31.2,1,0,16.67,0,45.2,0.4643,MEDIUM
103,4,1336.1,85.1,9.9,41.8,32.8,-26.1,7.7,0.6,851.9,85.9,24.0,1,2,1.61,1,45.9,0.5821,HIGH
18,19,691.6,43.1,10.3,12.9,92.1,-32.7,48.1,19.47,953.9,75.2,26.3,1,2,18.39,2,41.3,0.4751,MEDIUM
96,18,2710.4,82.0,48.1,42.4,26.8,-18.7,9.7,2.02,423.3,94.7,71.4,0,0,14.1,0,39.5,0.3848,LOW
18,26,871.9,79.9,44.2,38.9,13.8,-6.7,24.8,2.59,973.1,23.4,28.7,0,1,12.12,2,35.3,0.6016,HIGH
88,36,2160.0,96.2,13.8,3.5,69.8,-40.6,29.3,17.43,14.4,32.2,40.3,0,4,5.61,1,43.0,0.3931,LOW
15,38,341.4,24.9,0.4,27.5,16.3,-40.0,71.8,13.3,325.7,66.1,54.6,0,1,12.92,0,62.6,0.4972,MEDIUM
61,14,260.4,71.0,19.3,75.2,94.9,-18.6,67.4,8.78,774.9,92.6,94.1,0,0,35.78,0,51.1,0.5214,HIGH
81,40,2013.1,75.7,23.6,57.8,65.6,1.4,74.7,13.02,360.1,99.3,79.4,0,1,22.48,2,34.9,0.3068,LOW
89,27,1116.2,93.6,80.0,80.6,23.1,-37.1,6.2,18.71,921.0,41.7,18.5,1,0,7.51,0,30.8,0.4817,MEDIUM
53,6,2018.1,90.7,91.5,54.3,20.9,-32.4,99.4,2.08,218.5,53.9,88.3,0,3,11.99,1,80.8,0.4937,MEDIUM
111,38,418.0,57.4,40.6,85.4,92.4,4.6,5.4,4.95,795.7,17.1,84.5,1,1,12.26,1,20.7,0.4487,MEDIUM
94,9,2857.1,57.9,40.5,79.6,60.8,-44.4,82.6,17.22,201.7,69.4,74.5,1,0,8.41,2,64.7,0.3288,LOW
29,25,2283.3,16.7,71.2,9.8,89.4,-50.4,74.0,15.63,197.1,83.7,51.7,1,2,3.1,1,68.0,0.4868,MEDIUM
82,33,2647.4,97.5,62.7,97.7,11.0,-19.6,59.2,19.89,445.7,79.9,7.0,0,0,7.61,0,35.1,0.3561,LOW
89,13,538.9,25.5,18.4,1.5,92.5,-53.5,43.9,6.35,944.9,34.6,71.2,0,1,14.84,0,71.3,0.6165,HIGH
43,14,1062.5,72.5,10.8,59.7,52.0,-44.2,75.7,18.9,585.5,96.3,51.8,0,0,7.47,2,60.0,0.4476,MEDIUM
90,21,1199.8,79.6,43.8,79.3,66.8,-17.7,74.0,6.94,635.0,12.0,31.0,0,0,9.69,0,55.1,0.4858,MEDIUM
109,36,1680.9,44.1,56.5,33.2,37.3,-15.4,13.7,14.33,9.7,49.4,1.0,0,1,24.47,1,23.1,0.4398,MEDIUM
99,12,996.1,21.1,13.9,59.9,5.9,-24.4,79.3,17.67,56.6,55.5,23.1,1,3,9.74,0,48.4,0.471,MEDIUM
93,28,322.8,18.9,29.3,36.2,95.8,-32.0,7.9,3.5,66.9,53.7,60.6,0,1,10.21,0,46.7,0.4424,MEDIUM
78,20,1201.3,85.6,30.6,6.1,99.5,-20.4,50.1,4.19,819.6,75.8,11.2,0,1,11.22,0,52.1,0.4221,LOW
36,8,875.5,51.1,26.1,0.8,36.5,-16.4,64.5,11.66,236.9,61.0,65.5,1,1,6.94,1,44.9,0.468,MEDIUM
97,30,1249.9,9.0,46.1,9.5,94.4,-6.8,82.2,16.89,328.8,7.7,82.0,0,1,18.8,1,37.6,0.543,HIGH
47,34,711.3,71.7,65.3,9.8,16.8,-7.4,46.3,1.67,610.0,18.0,31.8,1,2,3.7,1,44.5,0.6289,HIGH
